Repetition,Mean T,95th Perc of T,Mean D,95th Perc of D,P - Total Time to Process 1000 Devices
1,48.3203337756071,113.95509777815005,39.42141281570301,106.31266016394784,18243.66048549584
2,50.918934710846024,135.1500174453522,48.38310736843908,132.64407970513503,17953.410101327645
3,47.44792519692395,105.69679450491572,37.14254568598712,99.98829455853411,17833.616815917045
4,42.43465586724452,91.03129643470493,35.059071193536276,112.9224506590308,18594.45177190861
5,62.60464103445731,180.843832997989,72.12463778917886,211.89038112173148,18358.3870079738
6,53.83752933222482,157.9014043807083,67.36093060205391,201.20010673882825,18442.645807021167
7,51.62958238197415,117.32483853652593,43.42775370299844,146.60218927103006,17543.94301934688
8,56.34377098444947,157.79199508637248,70.37344853885442,260.49239001837304,18277.745580934916
9,44.223299830851424,100.1878463618732,38.84765424169612,107.48267503457873,18046.612033461784
10,60.15497876317907,151.74161167809325,56.09961917290772,186.5041440926234,17016.271931111703
11,68.04102457893758,181.15112816943383,57.46165082982757,167.58169352780078,17470.877476237194
12,43.52800215007046,95.20480956673146,45.2529408003514,134.94992014139416,17820.41839281113
13,53.5353942384668,147.09358115840405,58.35658530478405,169.89253383389405,18186.9248855377
14,61.86294627674358,176.71308959403905,62.54039664244802,217.45158972597346,17597.546432182447
15,38.6250765230065,87.71138236686966,34.15631801326728,93.33329930992113,19055.04135451357
16,48.362830966913904,113.81739211778404,46.653501821417024,157.5359826707754,18602.478070763158
17,46.82000453745719,101.35622487258479,40.45975709552134,128.21730457945114,17868.06365450701
18,48.8754448221637,128.83967560987185,49.26550725002522,145.34915726737017,18099.96907834372
19,59.210255398960605,162.9920241210608,61.3354975577731,190.335173693049,17857.595950218285
20,58.9139825894719,156.6696358807203,62.404288266178746,204.17498158367061,17691.12177202757
21,60.343019471758524,160.0011054569186,51.54062113906745,167.07641036805035,17600.048965093618
22,49.95541009499338,114.7735610435775,39.572863254981634,112.40475322711063,18017.08483916727
23,64.31876346283453,190.20240396991903,79.92865735517458,265.44281535443406,18087.71419268404
24,47.86575096642514,123.1234036929709,59.52475473520519,229.50096693505657,18455.360401541926
25,42.263712971940876,93.50870078920525,36.16037054797386,87.08233675238534,18532.173288474765
26,50.154986398949696,115.62449779494636,55.62687341067545,211.29186117202062,17517.60567083834
27,31.90461089117482,69.74636588940666,21.43461633681668,36.06165612571249,19535.74507112785
28,44.351275247984944,105.89793134948923,36.90879995791123,100.47621849586358,18306.923655537077
29,43.57021056310512,101.72324613539604,54.40382956706099,169.31928005631016,18531.867419399354
30,94.24929563541974,331.30942051161037,148.6458275082633,497.5905720378564,17171.175392398363
31,40.20558198946864,90.74627333860553,31.700891379815104,79.33145189962352,18639.145758273466
32,52.08379788218795,131.13318277391227,46.27613574118521,122.14853462772317,17428.904083548055
33,46.58350362469109,120.60114254253313,44.39283358760856,141.42778675408044,18664.04947871987
34,37.813183037669454,82.37525777795236,35.7787694225406,93.294270778586,18961.660471366107
35,53.27872053215776,140.73974505247315,68.12760170273323,277.66341872733904,17602.407539635016
36,42.908185231216365,95.38529389316864,41.70575440130538,150.35852737557434,19025.97243189547
37,51.9061803835599,115.95041256462355,45.35191945911496,140.25182943505388,17679.622239923152
38,47.40076247901916,110.99407335636397,43.19891482036016,145.40015876820894,18330.238200842075
39,77.22287897062105,225.1773433806411,77.28349307624993,253.32085591949544,16723.522273623705
40,52.68625451092758,153.94818551754724,66.91436166690524,205.96143926219474,18100.797261382948
41,41.70305639272972,98.19656378581931,33.47404725229609,97.25155524956062,18446.930495297278
42,65.79841316867316,197.88463692480218,87.40544392765048,281.36562587622393,18168.23152310443
43,65.9309918152825,215.18009953005685,91.52122938320306,278.3904578921315,18234.78043326253
44,45.1704501820388,91.41536151101081,29.29275953217731,79.52969744873553,17889.4681245503
45,43.39666657481284,98.89444232587266,44.7905148546869,154.69448883846962,18091.924711800897
46,44.88675390145215,97.24801876094944,33.33966908776121,84.48034499875303,18248.509645487942
47,41.36718912635211,93.36892062970401,31.07391270281424,92.82942029174774,18272.199678088404
48,45.63960596484641,109.3596106696059,44.73612130016009,125.39617253245706,18519.973682945147
49,72.77325846037027,205.77235304865462,85.80649181174718,312.6006972653613,17618.824288414733
50,48.63660484446664,114.44427375197847,42.83893777723807,155.95092916573412,17991.207972710705
"
"
Readings for Service Time : ,15.0
Grand Mean T : ,51.8411937747
CI Mean T : ,"[48.76109034553431, 54.92129720394888]"
Grand Mean of 95%  T : ,133.157990129
CI of Mean 95%  T : ,"[120.15901879876364, 146.1569614585123]"
Grand Mean D : ,52.6976728279
CI D : ,"[46.820664002429226, 58.57468165331608]"
Grand Mean of 95%  D : ,166.455110827
CI of Mean 95%  D : ,"[144.65435404611335, 188.2558676070453]"
Mean P : ,18099.0970163
CI P : ,"[17952.471973340453, 18245.72205917059]"
