Repetition,Mean T,95th Perc of T,Mean D,95th Perc of D,P - Total Time to Process 1000 Devices
1,23.266409502654707,50.91675176350691,24.382302062017974,41.99168174861916,18553.268285462567
2,22.767740261707,49.81422010748656,20.28682716020044,41.023421002969826,18205.798115124628
3,24.450594113260102,56.395327364345576,22.46801173183665,49.73012353876402,18072.696507915633
4,22.78727063334204,50.68776747199354,20.937943997694674,48.98947093758488,18524.037905856738
5,25.865094273323358,59.25872340943897,38.050187839258584,109.4058411138185,17611.839581974218
6,26.114990903633977,59.03056486953574,29.238042852946396,59.673400620285975,18194.305939630223
7,26.807219152057236,58.77026881027268,26.737047799683225,60.74697755899433,17762.386386176113
8,25.150605783496907,56.49592552830927,30.48804350594105,70.2217374413467,17966.794374742993
9,24.27975299245655,55.26004388108231,27.665372981607963,79.40169850528355,17403.13304800181
10,24.51666655809656,54.87587433750559,32.135350344045676,68.06215785788618,17521.303822167058
11,24.603773044522747,55.68895803453961,25.867191297445213,56.49044141989907,18411.284181755873
12,22.787809393571344,50.631336643664326,24.737535778761345,62.11277719456848,17625.312604948802
13,24.88646968239053,55.69273161263118,27.25912589190916,55.03153863245575,17542.06493006817
14,23.221703950553586,48.29743816674545,26.947873321962295,48.54911573179152,18060.092597985153
15,21.20927582963926,43.64350792117034,22.224589423981342,12.266055689673522,19284.564267749614
16,27.17406686613246,63.59357613413158,24.758637148428544,62.59525832482723,18055.30534611953
17,25.15342048467071,57.59794499909367,27.459242275218838,71.72292963389009,18114.61306274167
18,22.790371940002352,49.105557708444394,15.523938840616308,30.352086608007085,18120.993814758418
19,25.739884825450822,56.93164847701519,18.468819227441504,48.18736968065059,17505.50063007674
20,25.56146066269224,59.01326391293742,26.13881717509121,55.841262169947186,17722.439455348842
21,25.523929383971527,58.649882611369776,29.659406570170876,77.9110256961485,17718.935543015737
22,23.75964086169574,52.19805232240196,19.530498381419626,37.81331997416055,17598.367108695384
23,24.419961100434982,55.80260012655708,16.831254203823434,38.89812289884139,17987.499150719985
24,21.856373782902505,46.36817337098546,14.24945666324897,22.39977846187503,18781.668268656667
25,24.075822461035546,51.48890511441641,39.09427232321141,106.95462987235078,17820.68295305398
26,24.047495223160862,52.69642982820551,19.03947611192049,42.104325638889804,17897.90662416329
27,21.067472120269116,49.641803150991564,16.376483738928176,34.6551474174712,19215.39968125435
28,23.591605854260532,53.190479923219755,18.18224389558591,41.825204616844246,18166.96757756432
29,25.62605248634173,57.25201014401682,22.868537281825308,57.61620234358088,17778.941268817493
30,26.096044408057388,58.271712179695896,21.719469761096498,53.52249626546654,17584.739977918878
31,22.54124589697018,48.38895176922779,18.23509566696827,47.83499422105251,18696.595948862832
32,25.41775344782868,56.292918998926325,21.501187270033977,42.195892445965,17398.34208758961
33,22.97385868271715,51.00789534774094,24.264873444818324,49.21189729629805,18368.46266051957
34,21.703149453369342,48.07904473716917,22.492364028276178,36.48170329405957,18774.670312339993
35,27.256109487369805,59.51450286673935,24.064266520157066,54.20852528303112,17751.56502042504
36,24.64549411044574,59.667480757323574,28.056976189972428,85.38333921641924,18887.563474015245
37,21.787452014482575,43.77735433007183,10.262984161180157,4.1718538428749525,18205.82796758146
38,23.42566388144336,54.85530314096468,24.813434136413694,57.30771489055405,18800.153600893897
39,23.402895343381136,48.843272696902204,18.86913230741961,36.35190012782914,17171.219883606456
40,25.655865207886766,57.29020221920655,24.97534639868783,47.780485881869936,17223.243621676116
41,21.445137614620997,46.38744229580334,20.767510824666697,34.39175031959803,18471.61746202916
42,22.893300130139323,52.665289324684636,24.42598692004495,52.14176435944353,18751.98996398791
43,23.844447731402735,51.40595459203723,24.8494243807033,88.62106989192716,17274.086785795676
44,26.238820038900272,56.692137848800485,26.46805122409652,58.771049223327736,17541.49813354309
45,25.852879171324638,59.91705464925508,33.88307749042017,80.31867288553167,17730.585533092002
46,25.43845639752998,56.60199475897173,27.93633234014207,75.2683956414021,17875.695755525812
47,22.715176803409303,52.504823881166885,20.623924203729107,36.68399829434293,18238.277567387402
48,23.291171970978176,53.746895766347734,27.136718700406796,73.62833346051957,18407.021824088115
49,25.881568992663105,55.58496033034271,25.71245043777796,49.73437840652423,17088.41769201578
50,25.341498868761803,57.43373942796006,32.25028562569895,92.11609123155358,17835.82574125124
"
"
Readings for Service Time : ,12.0
Grand Mean T : ,24.2190184756
CI Mean T : ,"[23.777714117530937, 24.66032283372544]"
Grand Mean of 95%  T : ,53.9583739933
CI of Mean 95%  T : ,"[52.71361332528988, 55.20313466132422]"
Grand Mean D : ,24.2183084372
CI D : ,"[22.664826032012346, 25.771790842344988]"
Grand Mean of 95%  D : ,54.9739881762
CI of Mean 95%  D : ,"[49.13602879186544, 60.811947560575234]"
Mean P : ,18026.030081
CI P : ,"[17881.092837188746, 18170.967324758898]"
