Repetition,Mean T,95th Perc of T,Mean D,95th Perc of D,P - Total Time to Process 1000 Devices
1,152.1829511268625,508.10629539213005,154.4917040369361,559.0889325968346,17539.314834941757
2,114.60123619771953,291.21305000436405,88.0327193203044,295.3245244159516,17845.77499983963
3,138.15637553396454,507.07284501560025,166.50757511975203,612.6964997175164,18647.55715735806
4,150.50901493379513,427.61537583872814,125.68000928838153,482.4099125935354,17749.469028211097
5,86.85006665454173,243.23526850166672,86.53127653203367,333.9978621820105,18696.72429141014
6,81.79776882357322,216.86731033387605,68.1582365307138,219.23657681105033,18848.83456920189
7,238.21326015353685,793.5247292647218,235.50004556442732,845.901609950819,17578.09396607132
8,107.06120432030175,276.9860947646357,88.13954683589219,276.899439151704,18463.424601453407
9,144.73426563708213,409.2339984741029,121.51271463262677,405.7130794463974,17630.423025370044
10,125.57982726538178,339.44525011261794,98.6906010037163,337.19196683062364,17762.714612650307
11,126.94800128845047,330.4417051089081,107.95810388170861,341.03657820321723,18031.75231102636
12,169.59524785734823,588.982988734384,176.80415984514013,650.5509882755869,18068.028999770308
13,361.7969353508266,1326.8100517653056,374.1869252104486,1357.3883773774824,17442.8568506383
14,113.12818579381712,357.4433402011639,111.51852667992384,389.8835513603881,18182.425120556167
15,62.89456475775587,165.451525294362,65.53088916222012,212.3630455473958,19528.344358239585
16,152.83064214472645,494.9457470752768,154.60090678344807,537.666764039589,18351.48685272422
17,149.53647595938403,461.5981283975052,160.35462124666685,516.1878383681506,18331.508005728443
18,161.53451731522145,658.2871872168507,206.2348058196594,764.874139721449,18108.102063365415
19,183.5546475135684,506.6145739808544,152.339244282304,500.3680613912911,17527.696869401
20,120.07760389371647,308.11102429915627,95.28655621699232,299.0606226956352,17982.20761812799
21,131.85605473153657,370.9925154886387,101.5436993901386,347.2598941469787,17564.265371528832
22,134.87301500572508,438.5222871710248,135.0838481797702,493.31909902279494,18369.43715679832
23,214.33910090035639,583.107988763817,171.4592286237436,541.4614359359002,17301.877266924006
24,75.47011451406667,205.1328624079033,72.19167884446708,266.17011741876104,19444.3240066641
25,201.32327611136424,691.1411816171767,217.44121827589487,801.5956915710394,18075.596186581875
26,163.72749003722453,556.6405098738378,180.09030743900172,615.4156209948014,18564.921593309497
27,76.6897735185682,248.82266932292805,99.50506587033799,324.1682815416698,19124.14186671024
28,95.73847925234487,261.06509160766836,81.99924707778364,266.9665607118586,18590.860097759083
29,97.82191475356937,251.7766285236139,80.74958471386216,242.54115610757162,18057.063017262266
30,132.82729526485704,411.4620202796614,120.4991306268897,406.7886628580927,17722.9590463328
31,158.93638296898553,508.73752455935573,142.92709937459855,499.2372324624703,17831.668060722674
32,115.72426042682086,348.6607380360201,114.35999768894006,406.0232492608229,18285.883422857536
33,169.75542896904244,591.1338026665617,189.66239202837144,651.7804950604204,18224.13815461592
34,120.89713759899443,343.20349325220195,106.70612472887382,346.23325457216015,18406.740807235517
35,222.1081031103583,770.0618960117263,231.82484705280564,890.6244591194281,17575.044108624883
36,89.12648490741161,241.63684491867934,82.33355522883868,271.46542318060165,18749.507534139422
37,82.25933760079675,213.60295416827284,63.539930722268124,219.2940886354536,18558.611715563882
38,95.34808011682348,276.54450647086196,87.45882359744294,290.3153767797812,18461.24078797257
39,124.73500893277479,376.1507656907743,113.31458502293552,403.1887150981911,17521.29522542002
40,96.41458120517805,256.5258226554506,73.29702774267984,229.54192465296364,17834.851016977696
41,120.21945364876098,387.6100217881385,121.15445025052114,477.68782232453214,18117.931663524938
42,175.62952957743286,533.4901377377555,152.02116008725412,529.8835493730385,17585.165656324854
43,94.3738026244576,266.37770860016644,83.8665488019646,277.9690577575566,18137.860467396546
44,148.31852422852668,456.16255807772177,141.6123553311277,474.25547558652124,17768.319334609
45,89.64001099864393,278.5652491096862,90.63996448365197,292.16499393464255,18755.817511513247
46,235.82282416438792,856.096250195611,254.39005666192105,1018.5967203214113,18074.843271819824
47,131.69509376032525,375.4597452183307,120.16790780488297,373.0381929547748,17831.063911432426
48,62.38958298185181,147.525537560472,44.053174639013456,129.58831958079463,19473.482354640924
49,196.47503942630271,595.4797299683364,161.45690743116006,586.3373358117683,17372.708900613994
50,83.53759716504496,205.74054357809564,65.15984491373649,233.71871535096398,18279.263126786904
"
"
Readings for Service Time : ,17.0
Grand Mean T : ,137.59311142
CI Mean T : ,"[122.58384326669656, 152.60237957426776]"
Grand Mean of 95%  T : ,425.188321502
CI of Mean 95%  T : ,"[366.67144773704246, 483.70519526682546]"
Grand Mean D : ,130.771378613
CI D : ,"[114.12281419179568, 147.41994303333138]"
Grand Mean of 95%  D : ,456.889425856
CI of Mean 95%  D : ,"[392.8141752434306, 520.964676468745]"
Mean P : ,18159.5524556
CI P : ,"[18009.441390758486, 18309.66352039148]"
