Repetition,Mean T,95th Perc of T,Mean D,95th Perc of D,P - Total Time to Process 1000 Devices
1,60.04622938135464,138.5138031600784,51.72949818176422,155.5831745300893,18003.97087428622
2,57.48210625062391,158.09356343044965,68.10511561538306,230.42513073925238,18492.317212580583
3,58.4565197298709,152.2139656951349,57.295232258270474,182.24642215497624,18797.288117869175
4,68.5260720305592,236.08503647727048,101.3848950297459,363.3054536839845,18749.15556722348
5,74.78054976183438,193.16594193696346,65.50700246190547,217.9970164795991,17968.51708946938
6,63.08431903376605,153.6319777777171,47.80225048099187,150.7497875971403,18340.092516656023
7,84.1687006034433,248.16893673087907,87.86853564912809,333.0872723652392,17754.314985298162
8,69.71407181890271,197.32688780910576,68.2877440536662,232.06046594999862,18562.22094982761
9,100.76963252801286,269.74708440770974,84.22874416663623,298.26598673218905,17214.324445181705
10,311.133662801974,1176.4132443323815,330.6769691540184,1174.0266570351996,16540.53302938084
11,137.26074158587434,463.35286741938125,142.07598156071768,528.1708785229193,17150.24448767013
12,59.133517711145885,127.24280581734456,43.02212083688372,134.814648964355,18453.67314933495
13,100.90512077383534,283.89922254570865,94.8950669358664,314.65458612375915,17171.86125651394
14,78.46129498259025,203.5097695041677,77.78753887317038,276.2051199008638,17597.019970684614
15,49.09914971144333,114.13069898625326,47.75964639481831,152.63659289708266,19685.472942507942
16,74.75080411102464,197.81706026178244,70.49677424248974,256.60503662382325,18519.396876367926
17,64.88639165928335,151.1782310212111,59.02055466316287,200.57246397058043,18432.87407701289
18,68.37506877987484,198.6117576604138,81.8663676400678,259.4879864136201,17923.356672427584
19,114.49062508094777,483.9380845361284,195.13728995356482,735.2254060552505,18045.917492373883
20,81.21971824761674,241.61946553365897,80.95708446731621,271.2728024978496,18222.177009310748
21,61.660056649111986,152.45991378051986,62.93069426855355,250.3023219096658,18555.694368985038
22,118.17382018176636,315.14527364956984,95.37608851584194,330.26129244320873,17299.37167934551
23,70.17554473186222,180.7493528849982,66.35197123585145,207.18072022911565,18239.901091230033
24,59.975014469244776,149.35589523102317,58.80359598395958,211.83004908812836,18318.85271555357
25,59.384465912592425,146.17742115098918,52.233130198777374,166.0181275225732,18679.55234803902
26,94.28792291990241,266.58650060955506,83.0909510102744,267.5330013928251,17229.798081357756
27,70.751613716015,189.70341708221258,68.46463487037418,226.0465658487774,18289.06647986032
28,57.28356362718064,146.08503483741515,57.870892466541726,185.6850360576591,18665.668624328056
29,54.58687216233244,116.66484079291695,43.36703010717703,151.87418960677132,18525.822005998274
30,67.14417716998538,170.63990797742008,62.69997604269991,215.84360381225042,18383.220720410485
31,49.25002556900067,114.95205758334964,41.21148263595965,121.2872651419184,19242.179380176523
32,57.25832465030508,129.47889222135018,37.8483990779635,100.46229661128655,18105.573089697536
33,72.72739215256931,221.72483071281385,89.99367953133779,327.0367357435116,18207.53701734824
34,118.03755721877727,455.2023679277645,162.051834429154,533.8759375201553,17881.135684004454
35,87.66278213551637,257.267552250212,96.78732015101596,327.7230628116595,18009.731622600826
36,69.68148048357276,175.5502399242887,58.10044152342514,174.79506374176162,18499.73069572983
37,67.39202034049883,166.32370774491756,62.18512221270204,211.79929117819847,18056.537158428586
38,55.98604207686517,129.98005084889792,44.85531709173659,130.44338386203526,18731.304057238845
39,72.47434453022721,164.09531202732433,47.09282302880698,135.39922684936118,17316.848983917796
40,65.89171804095074,173.38379453435027,59.033764969507565,184.558619940648,18044.913312272256
41,71.00454195534289,200.96598064933278,73.51868949694487,236.9376002784884,17894.575214971297
42,59.606087113189936,165.27487474254667,58.62332327806145,175.8254331473563,18795.38388513002
43,85.27633740651865,266.25147452062265,93.80868339422358,336.09972444964205,17791.282439462455
44,107.41782668295254,366.0942439353421,131.27900963059216,438.4018474731165,17848.214580158405
45,62.730579734131666,185.68195442396245,79.29147313691455,283.21260638806234,18407.600078452655
46,65.4053609681684,153.8797264169316,48.76263643372073,149.27653706041474,18117.39072416866
47,75.92511589100978,213.41852825552996,77.14311047345275,247.9262052306076,17866.338328227852
48,54.94514434514914,121.83609924959273,40.81204999116213,114.61556489651923,19156.41920120321
49,118.8727317983756,372.2209981738815,114.61793347011799,382.04208212033245,16925.749138978274
50,57.776879756045915,152.48524053855908,59.27908261019253,213.8218600349992,18783.89452877556
"
"
Readings for Service Time : ,16.0
Grand Mean T : ,79.3097928195
CI Mean T : ,"[68.54959616709209, 90.06998947183351]"
Grand Mean of 95%  T : ,228.165917794
CI of Mean 95%  T : ,"[183.36647676723382, 272.96535882164335]"
Grand Mean D : ,79.6677910777
CI D : ,"[66.54227689738647, 92.79330525807794]"
Grand Mean of 95%  D : ,270.110162833
CI of Mean 95%  D : ,"[221.7168824664614, 318.5034431986914]"
Mean P : ,18149.8803192
CI P : ,"[17981.12117434739, 18318.63946397377]"
